,channel_id,channel_video_count,recommended_count,videos_as_source,ratio
1396,UCu98K_ZNf4C_PFbfv05o4Kw,47,38,20,0.8085106382978723
1397,UCfxAKP2hCl9_WaQsYR2OjRg,184,372,54,2.0217391304347827
1398,UCAeZMGfNFRoAS7zL9_8J-7A,35,66,3,1.8857142857142857
1399,UCNM-UkIP1BL5jv9ZrN5JMCA,47,247,12,5.25531914893617
1400,UCNWajg-3XAYPEJFBXavcHRQ,44,123,12,2.7954545454545454
1401,UCCAQU7U074wn8O6Xr_h4yDw,44,47,3,1.0681818181818181
1402,UC29yWVXoLnOhSJ1G1AFMGnw,17,8,0,0.47058823529411764
1403,UC06O1_m8laoflbixVfsL-2g,24,7,6,0.2916666666666667
1404,UC_-0FC-HXD4xId1ya0uShNw,28,49,9,1.75
1405,UCCDz_XYeKWd0OIyjp95dqyQ,1413,13888,315,9.828733191790517
1406,UC5dJGghNJhZmVrdZ3cCWMgw,43,70,13,1.627906976744186
1407,UC-OKvAo7bzZTAkqbPS9eLiQ,114,670,23,5.87719298245614
1408,UCTQQb3F6qDKXObGAE27HtVw,143,1750,23,12.237762237762238
1409,UCdz511AnVKOYHckD6jXqGBw,35,39,13,1.1142857142857143
1410,UCySE3oPqVjBS5tiC8JYpZkg,125,59,10,0.472
1411,UCmFF3pNeEzppnrZEf_rkmRg,67,197,14,2.9402985074626864
1412,UCLXDNUOO3EQ80VmD9nQBHPg,15,333,2,22.2
1413,UCSmUdD2Dd_v5uqBuRwtEZug,71,1790,6,25.211267605633804
1414,UCJeinKLg1dOGIOvS9m07vcg,65,303,11,4.661538461538462
1415,UC0yESC8clLvyl-YMw2BEZIg,16,16,13,1.0
1416,UCi91L5bDS3xwBUmUVCG7i5A,52,143,4,2.75
1417,UCepdRYTQt5vKtrz-CuaFzpg,162,568,45,3.506172839506173
1418,UCnufe8IQlXp_iN2b8fO4Zcg,179,1294,35,7.229050279329609
1419,UC585x08xU5MlwnwgowaPLCQ,43,42,16,0.9767441860465116
1420,UCAyL93zSY9buLMdSZKc50QA,39,103,17,2.641025641025641
1421,UC6dMVNhZmJYFf7SPv1WLMuQ,671,4017,150,5.986587183308495
1422,UCCsqExj7nIqfoFCq3U2LGMQ,21,41,7,1.9523809523809523
1423,UCZRkh4vCJjZ_6rehxm2KvMw,43,60,13,1.3953488372093024
1424,UCbn9qyH43REDjEKfWb5Vr7g,21,52,12,2.4761904761904763
1425,UC5COTnDgJep08Blz-IJqk_Q,102,28,18,0.27450980392156865
1426,UCr3SP1aBjElNUv5jqnuU2Vg,37,95,16,2.5675675675675675
1427,UCtJk8WNzhAu37r-QBmY7pRA,209,955,37,4.569377990430622
1428,UCn2qB6okVotIM0kW7tu3m4g,170,699,50,4.1117647058823525
1429,UCjlccQbBNBg8mJWdEri_DFw,493,803,154,1.6288032454361054
1430,UCf4cED8rhDtMQO44iZ-3QpQ,22,17,8,0.7727272727272727
1431,UCTljLU4Tb2jcW9n23APDwZg,45,120,2,2.6666666666666665
1432,UCbeOjdCRgyn2rWT3-MArg5Q,345,534,119,1.5478260869565217
1433,UCFAFYSa9BhHmH5zv2n6UzFQ,246,476,30,1.934959349593496
1434,UCGxEJXuCo8lXti1A3akxyjg,1681,5782,412,3.439619274241523
1435,UCiLEzPU-kdrfBZu_V3IPNCA,872,4237,266,4.85894495412844
1436,UCR9DNIWLeXKQh_ZJWeXAl5Q,77,155,0,2.012987012987013
1437,UC8T_vTz76WUsudvxPk6SLEw,38,53,7,1.394736842105263
1438,UCLSoWZjCGrdZo7ltIR3lEHg,53,125,12,2.358490566037736
1439,UCnIWNujSpiiuH29-TBCz9aw,372,5692,167,15.301075268817204
1440,UCL95UhlTaJ5YNJczY5I-X5A,66,973,14,14.742424242424242
1441,UCRPi4B-d-u3FXx0XJ_qXf6w,129,595,31,4.612403100775194
1442,UClbIexeWt1XWc06xkto-49g,166,334,81,2.0120481927710845
1443,UCBlHyzrLWvjyBaFx1fFVvqg,573,5028,230,8.774869109947645
1444,UCHL_3cEz7pqDx4gpnzAdq_g,74,57,20,0.7702702702702703
1445,UCcziTK2NKeWtWQ6kB5tmQ8Q,115,57531,11,500.2695652173913
1446,UC7XOmPeME8SmxJDRf3292YQ,33,17,9,0.5151515151515151
1447,UCYyJKKhBhMqNyxPaRxK7qzA,24,0,0,0.0
1448,UCcQw_bxFfBLL0yk2JzBn06Q,143,10,13,0.06993006993006994
1449,UCyNQkosbRl7ze1TFVUdZWLQ,23,382,13,16.608695652173914
1450,UC0AuOxCr9TZ0TtEgL1zpIgA,202,16398,92,81.17821782178218
1451,UCowMG5mJqgrqitF4EnZPutA,60,25,14,0.4166666666666667
1452,UCbkkkl3z_3tGvuwu__pHeKg,43,17,16,0.3953488372093023
1453,UCRdfW-LSoVlWPFkmwNecC0w,52,105,10,2.019230769230769
1454,UCcP3HpPMKiQHsj7qDzu3q6g,23,104,8,4.521739130434782
1455,UCXHWuYTCXuriA4UslosTmTA,41,122,21,2.975609756097561
1456,UC4Ku_yoH9xNxU5Nn5ly7XAQ,154,663,30,4.305194805194805
1457,UCCM-fZ_k1pMrIC7fet83LFg,40,18,9,0.45
1458,UCNKJcAsDl7EBqz_XISNKIoQ,34,137,12,4.029411764705882
1459,UC4FIaaYbbdizLZUo_h_UzGw,29,42,13,1.4482758620689655
1460,UCu6iDp8QMjBfREopvVEX7Tw,53,265,14,5.0
1461,UCA2p_6wpuKoJYlWWQZ8p_Yw,131,316,49,2.4122137404580153
1462,UCKbE7xjCnjKL6_imHvLRqWw,182,303,87,1.664835164835165
1463,UCL5mpqESV-ntdIB7HYdoRzg,104,269,37,2.5865384615384617
1464,UCW06vAptUNL6yGZFhkFrcAw,28,7,6,0.25
1465,UChuFDFG5lyLDEHrkXo7apEg,112,227,15,2.0267857142857144
1466,UC7ktqoCpxEbP9TV-xQLTonQ,58,12644,16,218.0
1467,UCgI52Zm1UcLxKD2Syepohjg,74,161,8,2.175675675675676
1468,UC_QKonrSANHUcQz__ykt0MA,62,260,23,4.193548387096774
1469,UCjo4wCbga9X01yGwm0gB0Wg,33,43,14,1.303030303030303
1470,UCRfwKmBnl_ojeA60VLkUCow,49,97,15,1.9795918367346939
1471,UC1ObaaFz4XHVPN2T5IFsU4w,1481,3757,491,2.5367994598244428
1472,UCy8Mth5GcW0oMwdc6We-Tlg,406,594,61,1.4630541871921183
1473,UCF5XmjNN3FzNPn_VR1xTr8Q,111,342,13,3.081081081081081
1474,UCPtoD96ccH6TNad0-OAtLzA,438,933,150,2.1301369863013697
1475,UCW9XzE8HAVONYtap_flhRrQ,26,214,6,8.23076923076923
1476,UCaG2n_ii7bwgdEx4CkwylBg,16,13,4,0.8125
1477,UC2KmrTc2InqiY4ZvdOEdoGA,15,20,1,1.3333333333333333
1478,UCgv8ahGLkTVp4WyFK2-fymg,146,27,9,0.18493150684931506
1479,UCeCO3SDaFKqAiEODHbhw9CQ,162,187,34,1.154320987654321
1480,UCDEBYvJbENEYFaTclGYcvrw,125,80,45,0.64
1481,UCUgq-zx8-w0qDTQoqyzo0-A,61,13,21,0.21311475409836064
1482,UCeAJSZtYue-f0yMj4IXxmlw,103,503,16,4.883495145631068
1483,UCEP3Okp7_QaCqe4yepB50Xg,50,163,14,3.26
1484,UCd5DKToXYTKAQ6khzewww2g,1317,16125,303,12.24373576309795
1485,UCPjBZT0aJPgJ3e1wAftV6TQ,199,4668,24,23.457286432160803
1486,UCZxLew-WXWm5dhRZBgEFl-Q,47,3285,12,69.8936170212766
1487,UCIkYvjt9MFLY0gmYlpt-Z2w,339,4214,8,12.430678466076696
1488,UCBOEy0ETYHd5gWQ2DayMv_g,122,437,19,3.581967213114754
1489,UCmIakQqKbZn2gtaAqzGeRMw,15,0,5,0.0
1490,UC6Ba7StC1ervhrpH_ozhR3A,52,12,15,0.23076923076923078
1491,UCqRSWOqkW_oelrdUN7KQ-aQ,205,409,58,1.9951219512195122
1492,UCMPIMCKpq5TRd92Jwj2D7_Q,3983,13765,1144,3.455937735375345
1493,UCNpTz2M9ueIipe_2UMiorQg,101,63,19,0.6237623762376238
1494,UCeoMxgbBbm9JdEez21bd1mw,30,61,9,2.033333333333333
1495,UCC-quGx46O04Kb6oXIbOl3A,1,0,0,0.0
1496,UCDfz74gMnHcckb48XzXzoGQ,28,47,7,1.6785714285714286
1497,UC9sShhWss17hHmCdYTCh7Uw,128,438,52,3.421875
1498,UCESTwDXpoMgiYBHipMdKTkQ,5235,195928,1877,37.42655205348615
1499,UC-g3axVNt-E92HJdX2Bd9gA,36,17,14,0.4722222222222222
1500,UCwLLr_Fo9dpdJ9UHq4A7PjA,598,1063,137,1.7775919732441472
1501,UC4kluHyo3ROaIKuXmQ1YupQ,104,195,31,1.875
1502,UCHTAY50XLBOOoIrH-_vv3NA,839,1753,296,2.0893921334922525
1503,UC3FCKjZ4X77uJB7WSQfqk_g,32,0,4,0.0
1504,UCtWXFE64qiX8k6CUER8zUgA,454,2701,200,5.9493392070484585
1505,UCMRJqoSRIaakAJUJK104Z8Q,3443,79441,890,23.073191983735114
1506,UCHTPWexSZGfyM5Ph3al0SDw,51,152,5,2.980392156862745
1507,UCq8mFCr9OQo9fvXLhRyL4iA,15,2,2,0.13333333333333333
1508,UC-eB3dU7CaZvVCBcY9owHug,15,10,4,0.6666666666666666
1509,UC0VWNduqFrhajYPI7Z6aMgw,92,189,20,2.0543478260869565
1510,UC9BiNtgR44q9rmE1ybLXkiA,434,177,34,0.4078341013824885
1511,UCMf8__hXS4X7j2eTY37Mqiw,45,60,9,1.3333333333333333
1512,UCqMLvBQcQi50h2rjj_CU_uw,53,147,26,2.7735849056603774
1513,UCQKmfKnJ9ZpNLGxjt0RiMJA,1253,4105,294,3.276137270550678
1514,UC_i-uMpN1lEyuoUGDq-dajQ,46,2912,15,63.30434782608695
1515,UCvoaoDVbNQtQNp9ZNUFNGLw,28,2,13,0.07142857142857142
1516,UCJMqaBnrPa0mTO45CFHeAaA,22,44,13,2.0
1517,UCsAoO_SdTB55bnb0aXHnxNQ,232,619,102,2.668103448275862
1518,UCmp8JbhUWWySA9EphEJ42iA,92,464,53,5.043478260869565
1519,UCSjz0V3Uv3Sn52oVt6pcbjg,111,680,35,6.126126126126126
1520,UCraJnhleOyGrEUMJSwbKJ8g,83,36,31,0.43373493975903615
1521,UCjjsC-0NuPc8YgqlmcrOMOw,29,59,13,2.0344827586206895
1522,UCpmXvJlIrtbFKR846oKyJYg,202,320,71,1.5841584158415842
1523,UCI876FbErhdaxIA9kLaQJ1A,126,135,22,1.0714285714285714
1524,UCpqPJXwNpJRt3xcD2n-PdsQ,238,125,53,0.5252100840336135
1525,UCckz6n8QccTd6K_xdwKqa0A,9522,16630,2976,1.7464818315479942
1526,UCGeFgMJfWclTWuPw8Ok5FUQ,44,404,15,9.181818181818182
1527,UC50uCdUubc04xXZz7bqv5ng,740,19170,119,25.905405405405407
1528,UCCuySJIvnUg7Zrbcvb4zlgg,3024,16749,214,5.538690476190476
1529,UCxE15Q9nQrELfOSgPzznyWw,664,2225,299,3.3509036144578315
1530,UC5X4e8ScZI2AFd_vkjSoyoQ,200,2843,16,14.215
1531,UCOXda0FH-DGhk82fU_c6s1g,236,247,75,1.0466101694915255
1532,UCx9ygIxPfYR05kY92KzvbvA,493,1975,152,4.0060851926977685
1533,UCzBoVtUqSyAyr0kF5ABW7gQ,12245,54098,3456,4.417966516945692
1534,UCewhc0fvja891XkpIPGRMxQ,985,5784,58,5.872081218274111
1535,UCCGRtSqLfljpX9mzCYDsQIg,43,12908,7,300.1860465116279
1536,UCL5WDPEm30nG6kkBmF9bfig,66,127,13,1.9242424242424243
1537,UCXrGe_bC6X1RA5Zd8SNkugg,157,6081,28,38.732484076433124
1538,UCE3mMidTFSPBusO0NXBL_uA,19,0,11,0.0
1539,UCFqGa9uitcB-fWyNZK2xImw,125,2188,33,17.504
1540,UCs-rgBqrzHWioxgO06rdnNA,22,30,7,1.3636363636363635
1541,UChq7IIJgKBr5cElD44Q6PlA,176,347,38,1.9715909090909092
1542,UCdgkSb0CVZ8-nFS5mhvmjlQ,57,215,22,3.7719298245614037
1543,UCjONh6MNVhzYjQ-ABKyURkg,74,149,12,2.0135135135135136
1544,UCczAY1ZyihycsZ1aWutJ8Gg,3,1,0,0.3333333333333333
1545,UCdFgmr0KfcA2VXmitaY4qlw,15,0,2,0.0
1546,UClhlWlO3fBbLuYo8DZ-4EDw,36,114,9,3.1666666666666665
1547,UCUy2JawRsONIITXjBZT3nSw,21,149,2,7.095238095238095
1548,UCCaFw8qbWdrdU6MYYGYwH2w,59,29,17,0.4915254237288136
1549,UCZGcurAkmJb8NW4jQdmnDHA,2,0,0,0.0
1550,UCD25QI36ly-8hWm9OPOz7aw,1527,1604,520,1.0504256712508186
1551,UCrV-DjU6UivdNHOaazLttuQ,19,4,4,0.21052631578947367
1552,UCGAR1p-zHqYAKo2Y1EtMnrg,138,648,51,4.695652173913044
1553,UCe27I-_81PEpsG_GlYPEBog,93,156,25,1.6774193548387097
1554,UCfUJhkaOHTVsv8QEaDk78SA,26,1,3,0.038461538461538464
1555,UCsk9XguwTfgbenCZ4AlIcYQ,39,378,3,9.692307692307692
1556,UCSkwGlUSFoolH727C6OlwwA,75,50,22,0.6666666666666666
1557,UCjj6Fm7Aiyp6DUnJXzcWXLQ,32,115,14,3.59375
1558,UCyWLV25B3wAezyYMJOcTgoQ,21,50,11,2.380952380952381
1559,UCDHYLk7Ou2OkHSNsO6Cy3JA,130,616,25,4.7384615384615385
1560,UCGl2QLR344ry4Y20RV9dM3g,44,112,12,2.5454545454545454
1561,UCtqICqGbPSbTN09K1_7VZ3Q,61,2367,9,38.80327868852459
1562,UCdqoRecG2o9oI8CA-kx2Wpg,124,1107,31,8.92741935483871
1563,UC2kIberIFY054MWlDWNebxA,96,325,10,3.3854166666666665
1564,UC8KV2v9K8X6bMq1RfggUqzg,90,291,34,3.2333333333333334
1565,UCrxszJLlzStvzQOZRH4LuUw,28,35,14,1.25
1566,UCF6JBDGCxGtHABMxWlPRsdg,294,594,73,2.020408163265306
1567,UCBclKo3wjVBwR3ceHcnrQ4Q,50,75,20,1.5
1568,UCm5wThREh298TkK8hCT9HuA,126,1741,19,13.817460317460318
1569,UCIQGSp79vVch0vO3Efqif_w,294,4891,49,16.63605442176871
1570,UCaFK1v3zJSzE287SFkBXN6A,59,25,30,0.423728813559322
1571,UCzZiy3EANVAx7h2XYqXsVbw,230,1361,39,5.917391304347826
1572,UCgXIDZzs8ksN7k9pl3K-50Q,336,2179,91,6.4851190476190474
1573,UC_GxHrDkwwADSaAjmXxqtXA,3803,6299,333,1.656323954772548
1574,UCbMwGRm0Zqux90FR0ov_clQ,22,15,11,0.6818181818181818
1575,UCIV-NTLRUBzAY404qiQ1OYw,175,491,37,2.8057142857142856
1576,UCRy5TG3g-OJzRXRbOnC2wpw,70,5697,4,81.38571428571429
1577,UClaa_CwoQEmSo9Mb_M1f91g,353,9184,181,26.01699716713881
1578,UCqM2KCivU8WXj1_FWqoxlDg,77,12,34,0.15584415584415584
1579,UCOuNP9ryCFZeY1S6RushYQQ,149,66,29,0.4429530201342282
1580,UC9CNQgPaUY1GlnX_nLPtM-g,50,73,12,1.46
1581,UCN-ihxA9gI8_-RaEMCsPCIA,45,140,9,3.111111111111111
1582,UCUkpu6axGVqAol1HRU4OYgg,24,29,10,1.2083333333333333
1583,UCyN0QTIrTETHL1EgWvm1vJw,140,256,29,1.8285714285714285
1584,UC7kNBYT4tg0OtciiZjQrV0g,180,872,64,4.844444444444444
1585,UCvIlp6ET8CPrdZj18vK9dAA,181,29,32,0.16022099447513813
1586,UCgtI_h-tB-MANQ722aNsboQ,26,7,13,0.2692307692307692
1587,UCP46_MXP_WG_auH88FnfS1A,215,27618,37,128.45581395348836
1588,UCZgJ_r_Ewlu1Ck-RzNCHuUQ,150,1513,50,10.086666666666666
1589,UCmzE9RqR_6_F6ib_yirMn2Q,123,524,44,4.260162601626016
1590,UCt8ctlakIflnSG0ebFps7cw,40,283,10,7.075
1591,UCVsw3Qrf2r7BiR-FesVMxtg,75,64,8,0.8533333333333334
1592,UCIWw8PPP5OPNkDCLBrG9zVA,544,4381,271,8.053308823529411
1593,UCnQwKJLT0q8VypJURCnoTyA,42,21,16,0.5
1594,UCn_smTYmROafIdN_Ykomy8w,66,99,16,1.5
1595,UCFJEbkWsS1v7xkCuD786Iiw,92,523,30,5.684782608695652
1596,UCG75OfsEmFuks9jfYXGYVEA,102,555,29,5.4411764705882355
1597,UCgoxc-VKU0cw9BcM9z_qokg,253,2071,64,8.185770750988143
1598,UCNovJemYKcdKt7PDdptJZfQ,121,14194,18,117.30578512396694
1599,UCzKNty_emTCKKeKklkBfIVA,443,3447,118,7.781038374717833
1600,UCl8XXEKOg3r9du5Xb8zFcYQ,90,820,5,9.11111111111111
1601,UCl7rD_6xuzuJOharNQzxItA,157,1211,21,7.713375796178344
1602,UCgGb7tN3tIH5_Kk05D1J_bA,8526,18387,2552,2.1565798733286416
1603,UCm8-Ft8PdYGiSrB9cY2inDg,69,845,9,12.246376811594203
1604,UCli6Q1pd3DitknGEuMKnAVA,177,596,54,3.367231638418079
1605,UCtpRdVgkgUChGBIBGDUWgWA,52,141,9,2.7115384615384617
1606,UCj2btHWsaEojNP9neDB0nZw,27,60,11,2.2222222222222223
1607,UCjCeyHQarZ0gtndcuz4dEkw,111,1155,40,10.405405405405405
1608,UCXtXCQhZXenA-3niEjcgnxg,38,30,14,0.7894736842105263
1609,UCH6rAZUDfVIoVSJjm3vlcnw,203,32280,10,159.01477832512316
1610,UCGYQHkdzB838TdLvmjf1NlQ,29,31,5,1.0689655172413792
1611,UCV6uM3y-8TeO7JlCtcEN-Bg,47,1479,6,31.46808510638298
1612,UCZCQMoG1jyDX2L_Bh6bM9lg,15,0,1,0.0
1613,UCyoqdEyPo_Occz2AEodeU3w,17,1,4,0.058823529411764705
1614,UCBYoReK1vXF7WMbgT4KVgmQ,323,1416,80,4.38390092879257
1615,UCqA8H22FwgBVcF3GJpp0MQw,89,767,8,8.617977528089888
1616,UCuo5RI0O0rv8iOlNy0si1kg,73,273,19,3.73972602739726
1617,UCXo8JPweQDCQRRQDCh8Rh-A,57,56,26,0.9824561403508771
1618,UC9fJi0rTUyZGrWyJQVHcPRw,16,1,4,0.0625
1619,UCS_7tplUgzJG4DhA16re5Yg,85,3608,10,42.44705882352941
1620,UCasfhiJ0cpBnPiEf6CbQsmw,23,3,4,0.13043478260869565
1621,UCAz-755tH3m8_BwaluzdJwQ,67,663,27,9.895522388059701
1622,UCofQxJWd4qkqc7ZgaLkZfcw,70,2765,5,39.5
1623,UCBm6S_t8xz00JoSGbqD5Zaw,184,559,60,3.0380434782608696
1624,UCPQsSFJurluaMOG1qL0Y7sA,226,2664,33,11.787610619469026
1625,UCepKLEk_iOkSVaT0MdD5_9w,102,250,15,2.450980392156863
1626,UCnalsHjhMJZ0CM0dQuunBww,21,28,3,1.3333333333333333
1627,UC3BW_IlgG6orWiej8jYpEow,128,792,14,6.1875
1628,UC2DV_PlgXBCPSN3E3ypY8rw,25,86,7,3.44
1629,UC43EvXvg12N87kjr88LzAGQ,121,3266,52,26.99173553719008
1630,UCv0KbaxD9MdQ-V_sHG6eswg,96,15,10,0.15625
1631,UC_ltBSXVKesbUuu3XvZK06w,53,125,12,2.358490566037736
1632,UC6CeKvArSXPA3VJ2VU5vO6A,144,1427,45,9.909722222222221
1633,UCiWYXqjnM7DPuI_WYsHkN4g,432,759,157,1.7569444444444444
1634,UCJBmrvimOZNMCKoYr2k5_Yw,638,946,116,1.4827586206896552
1635,UCQd5LYcykaFeZtjDaP3bNSA,3745,3907,1234,1.0432576769025368
1636,UCYvQOj-t4u5-QKGB3AuoLjw,227,500,40,2.202643171806167
1637,UCvg4_wSz4Cmo4xRPXaKU47A,1354,7510,389,5.546528803545051
1638,UC6fppuwTtpcTERAsbCXcnJw,114,1321,15,11.587719298245615
1639,UCjcb1y2tnESxL19A2OX_APA,173,698,33,4.034682080924855
1640,UC6kvMQP9gzv6qwwzMLuwZTg,2125,7363,581,3.4649411764705884
1641,UC3a0sxZ00y193_aKpbfWYpA,42,51,9,1.2142857142857142
1642,UCp6nnX0Zz1DRHtdLJlyfAaw,368,950,57,2.5815217391304346
1643,UC-sJyzfEOwJjZQtD6BJt-nA,25,26,12,1.04
1644,UCGxU0geTBrKh4VpbXFGF_jg,4,0,2,0.0
1645,UCsUMhb2ygeTSS2mXLTIDHMQ,17,9,5,0.5294117647058824
1646,UCGt7NS7LM7rcpP4pvbqF9FA,18,2,6,0.1111111111111111
1647,UC_yjQfBPiWxHtvyZ-Qg_nOg,836,2983,270,3.5681818181818183
1648,UC1K5y0hePYbnRDmKOMPo2JA,290,2474,69,8.53103448275862
1649,UCHMYJ0izNnV9R21D43ZVPhw,35,34,8,0.9714285714285714
1650,UCkpOG3g2B7Ot5I6hIk84i4w,56,80,29,1.4285714285714286
1651,UC3q3FLPQtuWWv1uTkTfpEtw,124,471,12,3.7983870967741935
1652,UCuQHD9MgnRILjwdQaWZrBxA,349,939,106,2.69054441260745
1653,UCdeUZ7HeHkla9ec3TPL3DxA,7,1,1,0.14285714285714285
1654,UCPHhk6FiPWK1SVKbuJyQwlw,56,22,12,0.39285714285714285
1655,UC4ii4_aeS8iOFzsHuhJTq2w,250,7831,42,31.324
1656,UCIwyAXIOfX0u5tRwxsQeyzQ,143,1556,23,10.881118881118882
1657,UCw59BtkcwRwyveFgbF_UlRQ,17,0,2,0.0
1658,UCVz9cD4mvmpG4Nb_Rd2vxKw,27,8,15,0.2962962962962963
1659,UCFJ56YseZrjMkGJnZRk-cqg,64,312,10,4.875
1660,UC3xsncRKW4hNVgx-E5Y3qvw,47,12,13,0.2553191489361702
1661,UCdrpG0vavJxispg60gGPCAg,78,79,34,1.0128205128205128
1662,UC7dhKLzjPzzUIpQYnhT2Lew,41,495,2,12.073170731707316
1663,UCHQ_RquyROcW-5RefegCPJQ,153,261,11,1.7058823529411764
1664,UCHGMBrXUzClgjEzBMei-Jdw,153,10495,45,68.59477124183006
1665,UCtu9RkUwfQehjGTd_LhYJbg,60,49,15,0.8166666666666667
1666,UC1mB5ZW11oqDD1hO4uTH2lw,205,36,70,0.17560975609756097
1667,UC9hHeywcPBnLglqnQRaNShQ,124,1124,23,9.064516129032258
1668,UCqFihsCXwjNs9hyHmEAACCw,12,0,0,0.0
1669,UCtMNeiW7rOdKOXhCexxQAyA,606,1224,117,2.01980198019802
1670,UCW3mewW-ZMdk3byz5F8gfHA,2248,12681,542,5.641014234875445
1671,UCyamXi0qEQJghCjJbj__aWQ,1199,21998,416,18.34695579649708
1672,UC8xG8FJ6wYOmYczDF6ZZjLQ,332,1281,119,3.858433734939759
1673,UC_NqflzKJ8JuSysvEtCKhjg,34,1,6,0.029411764705882353
1674,UCxc4L2LKEeViVyNA5taSBIA,324,1160,105,3.580246913580247
1675,UCqm_zi4CmgAs_CySfciiEsQ,70,103,12,1.4714285714285715
1676,UCVq7AIRvJ0rDIV2ddHA7Emg,40,42,15,1.05
1677,UC20dglUTkVqzY9ipx_iOnng,3986,11129,1085,2.7920220772704467
1678,UCynyA6tMOCvHjL9U0dSRpfA,15,18,2,1.2
1679,UCxUU_ol6UkF30-fPGb-taCw,410,229,171,0.5585365853658537
1680,UCOglhYCaPMB1F7khGE86QaQ,96,18,31,0.1875
1681,UCrL-mCKoPPh9NgR2rAM3kPw,49,118,4,2.4081632653061225
1682,UCjaTrUFYwR0rbnrxJwmVHhA,42,294,18,7.0
1683,UCPlxmWbGbwVM2baH8q7MK6w,205,633,45,3.0878048780487806
1684,UCU0FhLr6fr7U9GOn6OiQHpQ,42,303,6,7.214285714285714
1685,UCl7H029I9xXjLl4-VvBMGBg,9,2,2,0.2222222222222222
1686,UCi1h68Fys0apnhLaJ-ijQOw,467,6656,17,14.252676659528907
1687,UCenLr8FR6fDvX5pztrRKILQ,151,234,50,1.5496688741721854
1688,UClrZcn9PZV7hvNd0O_gsePA,122,303,43,2.4836065573770494
1689,UCdnaDhU-LDQrIEEmSIfq0-Q,1131,13270,179,11.732979664014147
1690,UCM4EpJC1Jrqi--jJ3YfKSKQ,43,140,10,3.255813953488372
1691,UCuVx9duCZYExp4Z4PNhzPXw,56,147,13,2.625
1692,UCm4fSpMpPIZ9z6KHoezLUAg,1684,7891,610,4.685866983372922
1693,UC2u8DRz3KhzXo9h3g__ZhzQ,176,3705,3,21.051136363636363
1694,UCNdLt_AwDH3C_0Wu3Rcvw0g,3,2,2,0.6666666666666666
1695,UCAW2lxdUlGlml-Arbhi0DGg,107,531,30,4.962616822429907
1696,UCJvlI4LdBGk1tkALBKUJjkg,199,48,47,0.24120603015075376
1697,UCNrMroWIXHBtuPOFwFBk65A,244,29312,32,120.1311475409836
1698,UCTtMOVyHOKHp4i7lrnTfsiw,96,263,41,2.7395833333333335
1699,UCvJ7MfsC_VxHQeYHAIo6Y6A,161,392,75,2.4347826086956523
1700,UC0t5smuKObeRPD7lW2cZp-g,140,76,24,0.5428571428571428
1701,UCFPTO55xxHqFqkzRZHu4kcw,107,153,26,1.4299065420560748
1702,UC38xK7hksnyzdWPdf0XC9kQ,116,64,18,0.5517241379310345
1703,UC12YKQ5OG-vsWIiIxjbDYVA,42,26,14,0.6190476190476191
1704,UCL_cZf5sHKQHMRIEax5o3sg,997,132442,319,132.8405215646941
1705,UC4Bw8KLhbLPrcZbOAJa4p0w,640,1525,120,2.3828125
1706,UCQgWpmt02UtJkyO32HGUASQ,209,117506,17,562.2296650717703
1707,UC8o81D0CgSe-L6qyQ5DVx8A,50,42,15,0.84
1708,UCDZ18dPs6GJKFF80mKy8txg,68,82,11,1.2058823529411764
1709,UCXtHfgWoostkYhkct-zLwUg,30,91,5,3.033333333333333
1710,UC-kAP0Q0h6q-xHWVCPGK-0w,16,1,2,0.0625
1711,UCIN5kFAcE2IfYcVMi2YDTWg,16,11,3,0.6875
1712,UCSKdvgqdnj72_SLggp7BDTg,1577,18516,257,11.74128091312619
1713,UCgVEQ0G3NvGCQDMIEvbRC8g,25,2,10,0.08
1714,UCbB4GDRH4moETWvCZEaXibA,75,58,23,0.7733333333333333
1715,UCoORK5hvfsEpTQlQEzsvINw,317,132,77,0.416403785488959
1716,UCBV0UXKsSD3S2XQMD20QrtQ,167,1850,39,11.077844311377245
1717,UCwS6XOw-TiYb6eZsY9fgirA,170,499,28,2.9352941176470586
1718,UC_krGKDGE4teqwZqeb2ePvQ,26,26,3,1.0
1719,UCCauEjHzPXxGer8af3u4x5g,301,4488,38,14.91029900332226
1720,UCnC8KCcp2-DYfPY4_bKIc0A,53,918,7,17.32075471698113
1721,UCq-8pBMM3I40QlrhM9ExXJQ,214,1518,31,7.093457943925234
1722,UCcsw3rWMB_E73VEm_hoS36w,72,93,19,1.2916666666666667
1723,UCBIyR71Yvq7rWHSF2p-uH4Q,268,1712,27,6.388059701492537
1724,UCjRUOduxF-AlhU1y8P_pqLA,115,252,25,2.1913043478260867
1725,UCXOR9oBANClRQc-azGI08sw,20,0,5,0.0
1726,UCn_ZOOPQrnkrOR5UIi5Qvbw,17,17,3,1.0
1727,UC5qWGW-5oRn91eAd2zmT5XQ,138,365,51,2.6449275362318843
1728,UCFkAfcjj11xKklaMSngbXjQ,317,241,16,0.7602523659305994
1729,UCbq4WwLfbhRxvyVYOTYU25g,42,202,13,4.809523809523809
1730,UCwLWjq0FcsNYNaWQI-WnIsw,60,299,14,4.983333333333333
1731,UCr_3nQ4eRCwm_XUDpf62MAg,103,2301,15,22.339805825242717
1732,UCUR03ZSZlEvCO6EWwv4jU2w,77,1180,13,15.324675324675324
